GISFIPSCode,AVG_AGE,Current_Smoker_Count,Former_Smoker_count,Smoke_at_all_count,PatientCount,ends_atall,ends_use_100k,Current_Smoker_100k,Former_Smoker_100k,Smoke_at_all_100k
37119,62,4524,7535,12059,29042,1261,4350,15580,25950,41530
13173,62,164,132,296,590,23,3900,27800,22380,50170
13211,68,140,154,294,626,20,3200,22370,24600,46970
2060,69,11,11,11,16,11,0,18750,12500,31250
45063,62,2602,3567,6169,15171,621,4100,17160,23520,40670
1033,69,590,455,1045,2537,58,2290,23260,17940,41190
47131,71,325,417,742,1247,219,17570,26070,33440,59510
48101,75,17,14,31,83,11,1210,20490,16870,37350
48327,76,36,44,80,119,11,3370,30260,36980,67230
29205,73,97,114,211,377,13,3450,25730,30240,55970
5063,69,440,465,905,1654,108,6530,26610,28120,54720
49001,70,40,61,101,218,11,3220,18350,27990,46330
31089,77,111,138,249,682,11,1470,16280,20240,36510
21181,70,83,126,209,358,21,5870,23190,35200,58380
72057,69,78,118,196,1154,11,610,6760,10230,16990
30005,69,61,67,128,290,11,1040,21040,23110,44140
22003,70,216,279,495,958,26,2720,22550,29130,51670
19025,77,112,150,262,561,17,3030,19970,26740,46710
31145,75,125,173,298,684,23,3370,18280,25300,43570
48313,68,122,159,281,479,30,6270,25470,33200,58670
12001,61,2848,2993,5841,19917,1004,5040,14300,15030,29330
13231,66,132,150,282,689,28,4070,19160,21770,40930
29185,71,168,189,357,622,32,5150,27010,30390,57400
16023,70,37,55,92,164,11,3660,22560,33540,56100
51097,67,49,105,154,290,11,2760,16900,36210,53110
51685,52,29,56,85,319,12,3770,9090,17560,26650
42041,67,1341,3419,4760,9573,326,3410,14010,35720,49730
27169,71,266,657,923,1784,48,2690,14910,36830,51740
26055,69,576,1043,1619,3550,154,4340,16230,29380,45610
37187,69,96,185,281,544,16,2950,17650,34010,51660
48027,55,9033,11464,20497,50974,4129,8100,17720,22490,40210
1133,68,273,166,439,952,35,3680,28680,17440,46120
13253,70,118,101,219,435,12,2760,27130,23220,50350
21203,68,192,261,453,731,58,7940,26270,35710,61970
45069,67,245,267,512,1145,27,2360,21400,23320,44720
48081,76,52,71,123,209,11,2400,24880,33980,58860
51115,69,80,120,200,392,13,3320,20410,30620,51020
48507,65,34,71,105,209,11,1440,16270,33980,50240
48417,72,38,41,79,138,11,5800,27540,29710,57250
27057,71,328,550,878,1649,49,2980,19890,33360,53250
45015,60,2050,3549,5599,14423,563,3910,14220,24610,38820
13235,66,90,104,194,464,15,3240,19400,22420,41810
17047,75,69,115,184,299,13,4350,23080,38470,61540
48153,71,42,54,96,222,11,4960,18920,24330,43250
35059,73,65,66,131,238,12,5050,27310,27740,55050
46097,77,27,20,47,137,11,5110,19710,14600,34310
47185,70,337,608,945,1503,58,3860,22430,40460,62880
31017,78,36,36,72,200,11,3000,18000,18000,36000
46081,67,438,578,1016,2442,80,3280,17940,23670,41610
37165,67,356,463,819,1675,44,2630,21260,27650,48900
29127,70,302,358,660,1434,59,4120,21060,24970,46030
46011,68,216,361,577,1404,48,3420,15390,25720,41100
49005,65,165,429,594,2090,74,3540,7900,20530,28430
40077,76,407,430,837,1526,79,5180,26680,28180,54850
28139,71,189,106,295,620,134,21620,30490,17100,47580
31023,74,75,114,189,484,20,4140,15500,23560,39050
13001,68,168,146,314,669,19,2840,25120,21830,46940
46077,76,60,98,158,409,14,3430,14670,23960,38630
20003,74,67,81,148,334,15,4500,20060,24260,44320
55021,69,547,1008,1555,2733,169,6190,20020,36890,56900
37127,66,704,1181,1885,3918,162,4140,17970,30150,48120
27025,68,388,809,1197,2399,94,3920,16180,33730,49900
16039,60,535,964,1499,3384,269,7950,15810,28490,44300
13009,69,418,503,921,2253,75,3330,18560,22330,40880
16085,68,117,206,323,613,45,7340,19090,33610,52700
8105,74,117,259,376,754,13,1730,15520,34350,49870
36069,69,996,2363,3359,6933,209,3020,14370,34090,48450
53027,68,735,1028,1763,3612,161,4460,20350,28460,48810
22005,62,551,705,1256,3524,113,3210,15640,20010,35650
28095,69,374,283,657,1507,158,10490,24820,18780,43600
47003,68,480,629,1109,2032,158,7780,23630,30960,54580
26063,72,283,343,626,1513,66,4370,18710,22670,41380
17039,72,121,218,339,652,41,6290,18560,33440,52000
42049,70,2954,6639,9593,17047,898,5270,17330,38950,56280
40063,71,188,237,425,704,58,8240,26710,33670,60370
27155,73,43,64,107,245,11,2040,17560,26130,43680
36063,66,1503,3647,5150,9570,425,4440,15710,38110,53820
26079,70,213,266,479,924,33,3580,23060,28790,51840
51510,51,354,531,885,4389,129,2940,8070,12100,20170
46117,70,38,65,103,174,11,2300,21840,37360,59200
29001,70,249,294,543,1018,31,3050,24460,28880,53340
29015,71,478,514,992,1925,92,4780,24840,26710,51540
21103,69,132,235,367,624,29,4650,21160,37660,58820
48057,70,181,248,429,815,22,2700,22210,30430,52640
20049,72,27,40,67,149,26,17450,18120,26850,44970
42021,72,1770,2341,4111,11012,1500,13630,16080,21260,37340
29137,71,151,177,328,618,27,4370,24440,28640,53080
29151,71,100,175,275,631,19,3020,15850,27740,43590
18097,64,7646,8243,15889,38539,2545,6610,19840,21390,41230
20011,73,146,182,328,723,39,5400,20200,25180,45370
50003,76,328,930,1258,2265,93,4110,14490,41060,55540
72099,65,69,95,164,821,13,1590,8410,11580,19980
6015,72,286,507,793,1854,65,3510,15430,27350,42780
48051,70,212,359,571,897,61,6800,23640,40030,63660
48303,65,2467,2461,4928,11417,551,4830,21610,21560,43170
44005,66,331,1151,1482,3841,107,2790,8620,29970,38590
38077,71,151,243,394,815,28,3440,18530,29820,48350
13107,67,264,218,482,1113,49,4410,23720,19590,43310
46107,79,27,47,74,139,11,2160,19430,33820,53240
20047,77,21,35,56,132,11,4550,15910,26520,42430
48339,60,3787,5861,9648,20757,840,4050,18250,28240,46480
4003,66,2638,3329,5967,14756,1228,8330,17880,22560,40440
26087,67,496,995,1491,2968,97,3270,16720,33530,50240
20113,73,130,310,440,1135,81,7140,11460,27320,38770
21037,69,748,977,1725,3595,246,6850,20810,27180,47990
13037,67,60,60,120,246,11,3260,24390,24390,48780
17147,71,98,186,284,569,32,5630,17230,32690,49920
21149,73,69,108,177,342,21,6140,20180,31580,51760
6095,64,2282,4842,7124,21054,490,2330,10840,23000,33840
12005,64,2049,3435,5484,13380,513,3840,15320,25680,40990
55125,74,277,614,891,1745,50,2870,15880,35190,51060
6057,72,508,1819,2327,4613,197,4270,11020,39440,50450
26111,68,540,969,1509,3462,213,6160,15600,27990,43590
1069,66,1193,1143,2336,5821,327,5620,20500,19640,40130
26105,71,228,448,676,1343,47,3500,16980,33360,50340
19117,71,110,97,207,459,15,3270,23970,21140,45100
2068,60,17,15,32,93,11,3230,18280,16130,34410
16015,65,171,272,443,791,69,8730,21620,34390,56010
5115,67,600,840,1440,3067,155,5060,19570,27390,46960
29059,69,289,322,611,1007,43,4270,28700,31980,60680
30087,68,107,105,212,479,13,2720,22340,21920,44260
51049,67,83,139,222,434,22,5070,19130,32030,51160
18135,73,304,454,758,1268,68,5370,23980,35810,59780
22123,73,108,123,231,427,11,2110,25300,28810,54100
4021,65,3717,7167,10884,23167,1447,6250,16050,30940,46980
16055,68,1616,3460,5076,11110,479,4320,14550,31150,45690
40097,69,553,841,1394,2226,147,6610,24850,37780,62630
17165,69,401,610,1011,1764,109,6180,22740,34580,57320
48023,74,45,54,99,173,11,2890,26020,31220,57230
38007,69,11,11,21,36,11,5560,30560,27780,58340
13293,70,238,228,466,1167,48,4120,20400,19540,39940
48019,66,481,738,1219,2278,118,5180,21120,32400,53520
48415,72,120,175,295,548,11,2010,21900,31940,53840
37017,67,323,428,751,1594,45,2830,20270,26850,47120
20029,73,61,93,154,410,27,6590,14880,22690,37560
21159,72,87,97,184,350,16,4580,24860,27720,52580
51067,69,586,994,1580,2902,135,4660,20200,34260,54450
37025,65,1265,2397,3662,8387,339,4050,15090,28580,43670
26103,69,759,1625,2384,4319,122,2830,17580,37630,55200
17143,69,1169,1840,3009,6013,300,4990,19450,30600,50050
72009,69,60,138,198,838,11,720,7160,16470,23630
29039,72,196,316,512,888,52,5860,22080,35590,57660
53037,67,242,404,646,1412,34,2410,17140,28620,45750
17011,73,265,556,821,1464,54,3690,18110,37980,56080
18171,70,79,109,188,399,50,12540,19800,27320,47120
38057,71,75,104,179,353,11,1990,21250,29470,50710
47117,65,370,353,723,1320,90,6820,28030,26750,54780
55095,70,476,704,1180,2213,74,3350,21510,31820,53330
46043,76,25,45,70,165,11,1820,15160,27280,42430
22113,70,377,615,992,1854,39,2110,20340,33180,53510
18119,69,298,356,654,1068,54,5060,27910,33340,61240
26013,69,125,274,399,641,27,4220,19500,42750,62250
22103,63,1779,2495,4274,11391,472,4150,15620,21910,37520
20177,66,1968,2138,4106,12643,985,7790,15570,16910,32480
54049,68,910,1275,2185,3806,193,5070,23910,33500,57410
26001,73,188,319,507,996,42,4220,18880,32030,50910
40027,63,2564,3771,6335,14322,1519,10610,17910,26330,44240
18143,67,304,371,675,1149,45,3920,26460,32290,58750
55097,68,530,1224,1754,3046,107,3520,17400,40190,57590
5065,71,236,313,549,1020,59,5790,23140,30690,53830
21211,66,309,506,815,1586,60,3790,19490,31910,51390
56035,67,74,145,219,383,13,3400,19330,37860,57180
40009,69,175,169,344,670,43,6420,26120,25230,51350
37159,67,1930,2835,4765,11064,445,4030,17450,25630,43070
39153,69,4227,8842,13069,21512,954,4440,19650,41110,60760
48411,74,49,80,129,247,20,8100,19840,32390,52230
28045,67,653,712,1365,2666,144,5410,24500,26710,51200
45017,66,167,249,416,887,39,4400,18830,28080,46900
12107,70,1514,1592,3106,5922,374,6320,25570,26890,52450
40053,73,31,42,73,160,11,6880,19380,26250,45630
41071,67,592,1190,1782,4191,208,4970,14130,28400,42520
18099,73,289,670,959,1771,69,3900,16320,37840,54150
8089,70,269,364,633,1157,56,4840,23250,31460,54710
21235,68,486,569,1055,1769,111,6280,27480,32170,59640
31143,77,44,82,126,304,18,5930,14480,26980,41450
18007,68,78,87,165,336,43,12800,23220,25900,49110
30095,70,118,159,277,635,11,950,18590,25040,43630
48107,71,52,44,96,192,11,3650,27090,22920,50000
24037,59,823,1048,1871,6175,187,3030,13330,16980,30300
54091,68,245,341,586,1001,42,4200,24480,34070,58550
39113,67,5084,4169,9253,30331,1589,5240,16770,13750,30510
37153,70,543,815,1358,2549,64,2510,21310,31980,53280
48277,72,675,1042,1717,3116,123,3950,21670,33440,55110
31185,74,140,239,379,921,44,4780,15200,25950,41150
28071,73,346,288,634,1831,285,15570,18900,15730,34630
21207,71,210,322,532,888,60,6760,23650,36270,59910
17153,71,95,136,231,404,12,2970,23520,33670,57180
40043,70,40,38,78,151,11,5300,26490,25170,51660
20109,79,16,37,53,129,11,2330,12410,28690,41090
2164,60,13,11,21,64,11,1570,20320,12500,32820
47091,71,301,467,768,1289,72,5590,23360,36230,59590
39141,67,1514,1409,2923,7484,360,4810,20230,18830,39060
31063,75,18,34,52,102,11,2950,17650,33340,50980
12069,70,3673,8677,12350,24868,993,4000,14770,34900,49670
29071,68,824,1316,2140,3893,163,4190,21170,33810,54970
12095,59,6303,12003,18306,52846,2194,4160,11930,22720,34640
39081,75,804,1383,2187,4304,113,2630,18680,32140,50820
17003,71,105,129,234,414,12,2900,25370,31160,56530
29085,71,162,234,396,668,30,4500,24260,35030,59290
51147,68,188,336,524,984,34,3460,19110,34150,53260
51680,67,531,919,1450,2893,110,3810,18360,31770,50120
13291,72,252,656,908,1870,76,4070,13480,35080,48560
48401,69,501,644,1145,2024,65,3220,24760,31820,56580
51530,73,43,91,134,261,11,2690,16480,34870,51340
12127,69,6512,14136,20648,38476,2012,5230,16930,36740,53670
39019,70,272,607,879,1332,66,4960,20420,45570,65990
27073,74,99,193,292,589,26,4420,16810,32770,49580
47057,68,247,358,605,1031,56,5440,23960,34730,58680
37083,69,394,648,1042,1964,60,3060,20070,33000,53060
31095,75,112,97,209,456,32,7020,24570,21280,45840
51159,71,57,121,178,329,11,3350,17330,36780,54110
38025,69,49,49,98,213,11,2820,23010,23010,46010
35021,69,11,16,27,56,11,1790,19650,28580,48220
36045,58,1255,2546,3801,6830,367,5380,18380,37280,55660
1039,69,483,399,882,1886,88,4670,25610,21160,46770
36107,68,352,717,1069,1960,57,2910,17960,36590,54540
21069,71,196,255,451,757,38,5020,25900,33690,59580
26059,69,389,814,1203,1916,74,3870,20310,42490,62790
26153,71,129,262,391,631,41,6500,20450,41530,61970
31139,74,45,87,132,316,11,3490,14240,27540,41780
27143,73,98,193,291,687,16,2330,14270,28100,42360
53041,68,945,1547,2492,4533,213,4700,20850,34130,54980
39135,70,377,366,743,1964,123,6270,19200,18640,37830
1003,68,1943,3837,5780,11830,372,3150,16430,32440,48860
24031,62,1352,2238,3590,15011,403,2690,9010,14910,23920
28089,65,535,630,1165,4541,81,1790,11790,13880,25660
26035,70,484,600,1084,1991,185,9300,24310,30140,54450
20071,76,11,11,16,33,11,0,15160,33340,48490
40129,71,30,23,53,99,11,9090,30310,23240,53540
39123,71,354,848,1202,1942,74,3810,18230,43670,61900
18055,68,437,531,968,1605,115,7170,27230,33090,60320
29143,69,255,260,515,872,34,3900,29250,29820,59060
56045,70,140,182,322,590,17,2890,23730,30850,54580
17013,74,26,55,81,180,11,2780,14450,30560,45000
31175,74,37,76,113,286,14,4900,12940,26580,39510
21057,70,60,100,160,287,11,3140,20910,34850,55750
48433,80,13,25,38,66,11,1520,19700,37880,57580
26093,66,804,2188,2992,5659,242,4280,14210,38670,52880
5135,71,359,485,844,1479,116,7850,24280,32800,57070
37139,61,407,536,943,2119,88,4160,19210,25300,44510
19191,75,101,198,299,757,12,1590,13350,26160,39500
55009,68,1624,4054,5678,9910,484,4890,16390,40910,57300
72105,69,58,122,180,633,11,1270,9170,19280,28440
47055,68,266,299,565,1236,55,4450,21530,24190,45720
35039,71,210,325,535,1137,35,3080,18470,28590,47060
46125,71,132,158,290,618,22,3560,21360,25570,46930
1037,66,85,80,165,402,17,4230,21150,19900,41050
48453,59,4379,7697,12076,28170,1345,4780,15550,27330,42870
29077,67,2559,4856,7415,12516,692,5530,20450,38800,59250
34009,54,530,1240,1770,8354,92,1110,6350,14850,21190
17029,70,379,612,991,1987,144,7250,19080,30800,49880
21031,68,135,156,291,524,24,4580,25770,29770,55540
1083,60,714,847,1561,4775,158,3310,14960,17740,32700
49011,60,947,2207,3154,10745,595,5540,8820,20540,29360
28151,69,480,403,883,2057,54,2630,23340,19600,42930
48273,62,216,357,573,1213,34,2810,17810,29440,47240
32033,70,81,85,166,539,11,2040,15030,15770,30800
42019,71,2043,4040,6083,11845,432,3650,17250,34110,51360
36083,68,864,2145,3009,5541,221,3990,15600,38720,54310
72055,71,37,49,86,520,11,580,7120,9430,16540
30059,74,34,46,80,173,11,2890,19660,26590,46250
21111,67,6119,9584,15703,31642,1225,3880,19340,30290,49630
36057,71,277,712,989,1666,42,2530,16630,42740,59370
29195,71,218,246,464,1015,53,5230,21480,24240,45720
28129,72,105,101,206,459,17,3710,22880,22010,44880
48209,58,985,2078,3063,7434,348,4690,13250,27960,41210
42081,70,1006,1446,2452,5178,184,3560,19430,27930,47360
36011,69,568,1325,1893,3336,124,3720,17030,39720,56750
53077,73,1240,2459,3699,9485,176,1860,13080,25930,39000
47107,67,654,770,1424,2573,115,4470,25420,29930,55350
48299,72,277,506,783,1380,73,5290,20080,36670,56740
55049,70,157,319,476,821,44,5360,19130,38860,57980
17031,67,17775,32904,50679,118855,3849,3240,14960,27690,42640
21035,68,329,590,919,1494,114,7630,22030,39500,61520
38053,62,96,82,178,369,11,2710,26020,22230,48240
18081,64,1158,1678,2836,6250,417,6680,18530,26850,45380
20205,72,89,87,176,411,22,5360,21660,21170,42830
13143,67,232,165,397,969,42,4340,23950,17030,40970
1081,60,1268,1330,2598,7036,836,11890,18030,18910,36930
5053,66,251,289,540,1006,84,8350,24950,28730,53680
45043,69,563,1031,1594,3389,87,2570,16620,30430,47040
28083,69,216,178,394,946,34,3600,22840,18820,41650
1035,68,161,155,316,591,31,5250,27250,26230,53470
46069,74,11,23,30,76,11,1320,9210,30270,39480
5007,66,2156,4498,6654,11502,806,7010,18750,39110,57850
48091,59,1370,2436,3806,11996,433,3610,11420,20310,31730
49021,61,208,424,632,1836,55,3000,11330,23100,34430
53017,71,228,477,705,1630,29,1780,13990,29270,43260
34031,69,717,1781,2498,6262,113,1810,11450,28450,39900
48253,69,188,276,464,856,40,4680,21970,32250,54210
48343,70,178,214,392,662,32,4840,26890,32330,59220
37085,56,1650,2183,3833,9786,326,3340,16860,22310,39170
30111,66,1648,2240,3888,9309,304,3270,17710,24070,41770
36115,70,420,842,1262,2521,78,3100,16660,33400,50060
27017,69,331,597,928,1901,52,2740,17420,31410,48820
18031,70,233,283,516,1004,47,4690,23210,28190,51400
19001,73,73,74,147,331,16,4840,22060,22360,44410
48351,69,174,207,381,682,23,3380,25520,30360,55870
26123,69,464,872,1336,2332,102,4380,19900,37400,57290
42123,72,597,1365,1962,2988,71,2380,19980,45690,65670
29041,76,145,144,289,551,22,4000,26320,26140,52450
31061,76,48,78,126,249,15,6030,19280,31330,50610
47179,64,2303,3359,5662,13660,833,6100,16860,24590,41450
36007,71,1029,2782,3811,6039,231,3830,17040,46070,63110
19081,75,108,190,298,634,16,2530,17040,29970,47010
37011,73,161,299,460,845,40,4740,19060,35390,54440
49029,65,11,52,62,331,11,2720,3030,15710,18740
31169,77,46,60,106,292,15,5140,15760,20550,36310
1121,65,876,620,1496,3563,112,3150,24590,17410,41990
48381,63,1472,1510,2982,7987,660,8270,18430,18910,37340
1061,68,402,373,775,1700,89,5240,23650,21950,45590
17185,73,113,219,332,559,30,5370,20220,39180,59400
54007,71,271,309,580,961,25,2610,28200,32160,60360
12093,72,500,445,945,2774,141,5090,18030,16050,34070
8015,70,100,305,405,816,20,2450,12260,37380,49640
41021,74,23,55,78,147,11,6130,15650,37420,53070
37007,70,204,277,481,944,29,3080,21610,29350,50960
30009,69,121,176,297,696,13,1870,17390,25290,42680
13193,66,114,113,227,477,14,2940,23900,23690,47590
26075,69,1163,2682,3845,6198,267,4310,18770,43280,62040
1009,68,496,401,897,2100,76,3620,23620,19100,42720
55065,73,125,207,332,565,19,3370,22130,36640,58770
35041,67,166,124,290,707,42,5940,23480,17540,41020
8021,72,65,144,209,379,11,2380,17150,38000,55150
22047,68,182,206,388,1046,37,3540,17400,19700,37100
38079,69,105,91,196,407,11,500,25800,22360,48160
21091,69,71,81,152,327,16,4900,21720,24770,46490
40055,68,76,78,154,294,19,6470,25850,26530,52380
48137,68,20,25,45,80,11,5000,25000,31250,56250
39017,67,2446,3200,5646,12948,642,4960,18890,24720,43610
38003,73,123,188,311,668,13,1950,18420,28150,46560
27041,74,400,825,1225,2439,109,4470,16400,33830,50230
13177,60,277,367,644,1742,64,3680,15910,21070,36970
29161,70,651,599,1250,3267,124,3800,19930,18340,38270
21121,67,308,371,679,1156,54,4680,26650,32100,58740
17055,69,723,904,1627,2948,142,4820,24530,30670,55190
55121,71,228,468,696,1277,47,3680,17860,36650,54510
26161,60,1311,2823,4134,11992,392,3270,10940,23540,34480
6067,62,7294,9887,17181,52540,1682,3210,13890,18820,32700
19163,66,1369,1869,3238,6980,277,3970,19620,26780,46390
40119,65,551,593,1144,2346,245,10450,23490,25280,48770
19067,75,160,259,419,919,25,2720,17410,28190,45600
8107,67,59,171,230,505,12,2380,11690,33870,45550
12055,74,1225,2813,4038,8421,678,8060,14550,33410,47960
31101,73,90,123,213,450,13,2890,20000,27340,47340
20059,69,216,234,450,1026,47,4580,21060,22810,43860
41029,70,3054,5143,8197,20666,712,3450,14780,24890,39670
6039,67,673,1813,2486,4891,175,3580,13760,37070,50830
48139,60,1230,2371,3601,8240,472,5730,14930,28780,43710
72121,68,48,104,152,847,11,480,5670,12280,17950
24025,63,1494,2643,4137,10790,295,2740,13850,24500,38350
12003,64,308,311,619,1419,70,4940,21710,21920,43630
46113,59,164,105,269,1209,11,580,13570,8690,22250
21131,70,106,116,222,335,11,3290,31650,34630,66270
19187,74,423,556,979,2133,82,3850,19840,26070,45900
31151,75,102,158,260,598,25,4180,17060,26430,43480
21109,69,123,176,299,470,33,7030,26170,37450,63620
37123,70,234,402,636,1175,45,3830,19920,34220,54130
13265,71,26,17,43,96,11,3130,27090,17710,44800
5091,68,486,492,978,1879,76,4050,25870,26190,52050
8033,68,26,51,77,119,11,5050,21850,42860,64710
56039,68,36,88,124,282,11,1780,12770,31210,43980
17113,66,742,1377,2119,4154,239,5760,17870,33150,51020
47063,69,724,1068,1792,3214,167,5200,22530,33230,55760
34035,69,665,1648,2313,6380,133,2090,10430,25830,36260
51187,66,335,423,758,1971,89,4520,17000,21470,38460
29021,71,796,996,1792,3904,203,5200,20390,25520,45910
51595,66,56,86,142,238,11,3790,23530,36140,59670
33015,68,1486,4625,6111,11991,357,2980,12400,38570,50970
31021,73,62,83,145,360,25,6950,17230,23060,40280
36097,70,165,370,535,967,31,3210,17070,38270,55330
51199,58,423,790,1213,4088,104,2550,10350,19330,29680
21139,70,111,183,294,493,24,4870,22520,37120,59640
29211,74,74,83,157,280,11,2500,26430,29650,56080
48429,74,88,139,227,404,19,4710,21790,34410,56190
51810,56,3146,5026,8172,25015,805,3220,12580,20100,32670
20125,71,271,391,662,1394,94,6750,19440,28050,47490
12007,67,414,448,862,1939,120,6190,21360,23110,44460
37135,64,424,864,1288,3121,118,3780,13590,27690,41270
21239,68,206,330,536,1134,81,7150,18170,29100,47270
31157,73,407,574,981,2224,48,2160,18300,25810,44110
40149,69,110,96,206,434,35,8070,25350,22120,47470
19033,75,508,810,1318,2810,92,3280,18080,28830,46910
13257,70,220,259,479,1051,39,3710,20940,24650,45580
21003,66,187,216,403,738,36,4880,25340,29270,54610
53007,71,415,928,1343,3222,74,2300,12880,28810,41690
12097,60,2168,4203,6371,17338,840,4850,12510,24250,36750
21129,69,90,112,202,329,25,7600,27360,34050,61400
13175,62,835,767,1602,4966,170,3430,16820,15450,32260
42077,70,1307,2022,3329,8589,166,1940,15220,23550,38760
37067,67,2513,4320,6833,14176,548,3870,17730,30480,48210
48231,67,1079,1729,2808,5189,262,5050,20800,33320,54120
29229,69,252,365,617,1069,53,4960,23580,34150,57720
8075,70,165,258,423,758,32,4230,21770,34040,55810
28019,72,130,108,238,472,14,2970,27550,22890,50430
2275,70,30,32,62,113,11,2660,26550,28320,54870
21047,58,1123,939,2062,4457,335,7520,25200,21070,46270
54027,70,326,390,716,1533,68,4440,21270,25440,46710
13083,69,170,244,414,661,26,3940,25720,36920,62640
51600,58,41,58,99,408,11,1960,10050,14220,24270
1051,62,873,849,1722,5346,294,5500,16330,15890,32210
56019,72,164,291,455,873,28,3210,18790,33340,52120
5147,70,64,74,138,266,24,9030,24060,27820,51880
48123,69,152,242,394,742,21,2830,20490,32620,53100
39175,73,171,329,500,955,32,3350,17910,34450,52360
25003,72,749,1734,2483,4570,141,3090,16390,37950,54340
48063,70,145,220,365,640,20,3130,22660,34380,57040
35051,76,388,667,1055,1729,65,3760,22440,38580,61020
44003,69,1013,2664,3677,7900,365,4620,12830,33730,46550
12119,76,1743,5211,6954,14069,395,2810,12390,37040,49430
1047,67,360,248,608,1827,56,3070,19710,13580,33280
47013,70,535,789,1324,2160,70,3240,24770,36530,61300
22013,72,225,158,383,802,12,1500,28060,19700,47760
8085,72,405,958,1363,2644,85,3220,15320,36240,51550
40125,65,922,1128,2050,3712,449,12100,24840,30390,55230
19071,70,84,111,195,404,27,6690,20800,27480,48270
48431,68,11,15,26,46,11,2180,23920,32610,56530
23007,70,307,825,1132,2116,56,2650,14510,38990,53500
39089,69,1680,3120,4800,10582,358,3390,15880,29490,45360
21209,63,412,663,1075,2201,161,7320,18720,30130,48850
13315,69,84,75,159,340,11,3240,24710,22060,46770
72103,69,52,109,161,677,11,740,7680,16100,23790
53057,67,779,1495,2274,4971,174,3500,15670,30080,45750
2070,63,11,13,21,87,11,2300,9200,14950,24140
4007,72,710,1382,2092,3570,126,3530,19890,38720,58600
34037,68,486,1239,1725,3458,121,3500,14060,35830,49890
22125,65,54,57,111,307,11,980,17590,18570,36160
47127,66,73,115,188,332,16,4820,21990,34640,56630
72073,72,25,23,48,273,11,370,9160,8430,17590
40039,76,346,377,723,1610,191,11870,21490,23420,44910
18061,67,448,739,1187,2096,93,4440,21380,35260,56640
19049,65,388,623,1011,2594,97,3740,14960,24020,38980
40115,70,461,576,1037,1677,113,6740,27490,34350,61840
20103,59,1300,1352,2652,9355,522,5580,13900,14460,28350
29017,70,162,244,406,657,14,2130,24660,37140,61800
17061,69,125,135,260,473,16,3390,26430,28550,54970
31055,64,3609,4526,8135,24114,1628,6760,14970,18770,33740
16077,70,52,98,150,253,12,4750,20560,38740,59290
48135,67,876,1291,2167,4086,206,5050,21440,31600,53040
42113,72,73,122,195,380,11,2900,19210,32110,51320
6059,66,5004,13877,18881,50713,1930,3810,9870,27370,37240
51019,69,689,1365,2054,3994,159,3980,17250,34180,51430
22083,71,175,244,419,780,13,1670,22440,31290,53720
39119,72,917,1614,2531,5010,138,2760,18310,32220,50520
38093,74,208,303,511,1125,33,2940,18490,26940,45430
48015,69,175,279,454,842,22,2620,20790,33140,53920
18023,68,214,280,494,968,72,7440,22110,28930,51040
16029,74,36,98,134,257,11,3510,14010,38140,52140
26007,70,394,504,898,1851,93,5030,21290,27230,48520
51071,70,180,246,426,717,33,4610,25110,34310,59420
51093,59,290,480,770,2117,75,3550,13700,22680,36380
30007,66,137,184,321,669,24,3590,20480,27510,47990
72037,68,37,73,110,505,11,990,7330,14460,21790
33013,67,877,2481,3358,6597,228,3460,13300,37610,50910
47125,53,4419,4910,9329,23575,1934,8210,18750,20830,39580
1045,64,821,828,1649,3970,202,5090,20680,20860,41540
55055,69,577,1233,1810,3156,202,6400,18290,39070,57360
41037,72,158,218,376,817,30,3680,19340,26690,46030
48389,70,54,100,154,326,11,2760,16570,30680,47240
20007,75,45,40,85,204,15,7360,22060,19610,41670
17115,72,791,1432,2223,4425,285,6440,17880,32370,50240
25023,67,2499,6312,8811,21980,722,3290,11370,28720,40090
9003,70,3121,8424,11545,25030,1121,4480,12470,33660,46130
13029,53,458,709,1167,3159,111,3520,14500,22450,36950
51179,53,1116,2098,3214,10379,279,2690,10760,20220,30970
35015,69,384,608,992,1939,59,3050,19810,31360,51160
18043,67,702,1281,1983,3581,173,4840,19610,35780,55380
48363,69,313,408,721,1267,44,3480,24710,32210,56910
12041,67,294,380,674,1411,101,7160,20840,26940,47770
48075,73,69,60,129,296,18,6090,23310,20270,43590
8079,68,11,13,20,46,11,2180,15220,28260,43480
13309,68,53,55,108,220,11,2730,24090,25000,49090
18085,72,484,1070,1554,2580,105,4070,18760,41480,60240
18109,66,765,1015,1780,3407,223,6550,22460,29800,52250
16009,71,155,221,376,774,18,2330,20030,28560,48580
54067,69,452,482,934,1640,45,2750,27560,29390,56960
18045,72,154,231,385,826,95,11510,18650,27970,46610
20165,76,36,54,90,195,19,9750,18470,27700,46160
19003,73,49,35,84,184,11,2720,26630,19030,45660
46003,76,29,45,74,173,11,3470,16770,26020,42780
46089,78,22,43,65,172,11,1750,12790,25000,37790
48113,64,10359,17500,27859,62908,3366,5350,16470,27820,44290
24021,61,883,1521,2404,8152,250,3070,10840,18660,29490
31147,76,91,106,197,494,16,3240,18430,21460,39880
39059,73,552,703,1255,2656,115,4330,20790,26470,47260
2105,69,11,26,36,88,11,0,11370,29550,40910
30081,68,564,1017,1581,3467,97,2800,16270,29340,45610
6013,64,3177,5767,8944,32125,809,2520,9890,17960,27850
13221,68,132,160,292,582,19,3270,22680,27500,50180
48467,69,632,1052,1684,2912,138,4740,21710,36130,57830
