GISFIPSCode,AVG_AGE,Current_Smoker_Count,Former_Smoker_count,Smoke_at_all_count,PatientCount,ends_atall,ends_use_100k,Current_Smoker_100k,Former_Smoker_100k,Smoke_at_all_100k
20193,75,33,83,116,243,11,4120,13580,34160,47740
32017,70,30,73,103,222,11,2260,13520,32890,46400
6003,67,11,11,16,35,11,0,14290,31430,45720
24013,65,513,992,1505,4205,139,3310,12200,23590,35790
5141,72,328,487,815,1380,86,6240,23770,35290,59060
8091,65,37,65,102,222,12,5410,16670,29280,45950
17035,71,103,144,247,427,25,5860,24130,33730,57850
17097,39,3595,7209,10804,90458,1396,1550,3980,7970,11950
30043,64,224,293,517,1201,40,3330,18660,24400,43050
6021,72,150,261,411,865,25,2890,17350,30180,47520
19123,73,175,183,358,829,27,3260,21110,22080,43190
39117,69,345,661,1006,1904,70,3680,18120,34720,52840
36065,69,1484,4032,5516,9053,357,3950,16400,44540,60930
55033,66,303,527,830,1646,46,2800,18410,32020,50430
44001,77,210,702,912,2601,76,2930,8080,26990,35070
40105,72,129,146,275,454,29,6390,28420,32160,60580
21193,76,347,521,868,1558,29,1870,22280,33440,55720
72015,71,43,49,92,501,11,800,8590,9780,18370
48061,62,1844,4788,6632,14233,315,2220,12960,33640,46600
13169,66,255,305,560,1312,62,4730,19440,23250,42690
34003,74,1251,4031,5282,14907,206,1390,8400,27040,35440
29049,77,293,393,686,1904,64,3370,15390,20640,36030
36035,70,375,820,1195,2067,67,3250,18150,39680,57820
35045,66,813,1465,2278,4353,163,3750,18680,33660,52340
49057,63,1173,2323,3496,9541,608,6380,12300,24350,36650
45055,61,906,1381,2287,5573,230,4130,16260,24780,41040
13275,68,506,536,1042,2221,78,3520,22790,24140,46920
47175,71,75,152,227,322,16,4970,23300,47210,70500
28087,66,618,593,1211,3283,117,3570,18830,18070,36890
6115,61,623,930,1553,3621,116,3210,17210,25690,42890
48309,64,2732,3471,6203,14269,790,5540,19150,24330,43480
5099,69,120,129,249,420,21,5000,28580,30720,59290
20069,75,16,43,59,149,11,6040,10740,28860,39600
56007,68,154,248,402,713,29,4070,21600,34790,56390
1131,67,64,62,126,328,11,1530,19520,18910,38420
12045,70,209,275,484,1008,38,3770,20740,27290,48020
22031,69,311,281,592,1228,27,2200,25330,22890,48210
46009,76,58,135,193,467,13,2790,12420,28910,41330
13233,67,267,267,534,1235,48,3890,21620,21620,43240
13303,65,203,197,400,1023,29,2840,19850,19260,39100
49051,67,51,143,194,598,20,3350,8530,23920,32450
47083,67,122,168,290,506,46,9090,24110,33210,57320
19177,74,92,103,195,410,15,3660,22440,25130,47560
21065,69,185,237,422,711,55,7740,26020,33340,59360
46073,78,15,21,36,119,11,3370,12610,17650,30260
53069,69,45,94,139,277,12,4340,16250,33940,50180
48321,68,315,392,707,1292,45,3490,24380,30340,54730
20063,80,11,41,49,130,11,0,6160,31540,37700
6085,64,2951,9168,12119,35485,1435,4050,8320,25840,34160
6101,66,549,867,1416,3258,101,3100,16850,26620,43470
35028,58,40,91,131,433,14,3240,9240,21020,30260
28061,71,164,163,327,735,26,3540,22320,22180,44490
35055,71,266,634,900,1804,51,2830,14750,35150,49890
51760,62,2054,2381,4435,12022,343,2860,17090,19810,36890
51047,63,231,402,633,1531,53,3470,15090,26260,41350
19167,79,131,305,436,1223,22,1800,10720,24940,35650
29203,71,120,165,285,475,14,2950,25270,34740,60000
39053,71,334,319,653,1716,77,4490,19470,18590,38060
39003,71,610,912,1522,4115,163,3970,14830,22170,36990
13223,58,857,1082,1939,5377,224,4170,15940,20130,36070
20099,73,143,234,377,875,58,6630,16350,26750,43090
46005,75,139,205,344,842,30,3570,16510,24350,40860
51700,58,2041,2521,4562,11894,466,3920,17160,21200,38360
23015,71,317,968,1285,2690,79,2940,11790,35990,47770
28115,70,287,239,526,1098,226,20590,26140,21770,47910
22039,69,274,307,581,1140,29,2550,24040,26930,50970
48269,73,11,11,11,11,11,11120,33340,22230,55560
12086,60,5318,8600,13918,46551,2396,5150,11430,18480,29900
12031,60,9381,11176,20557,52662,2115,4020,17820,21230,39040
19007,73,148,178,326,724,21,2900,20450,24590,45030
31113,63,11,11,16,37,11,2710,16220,27030,43250
45047,71,485,725,1210,3135,80,2560,15470,23130,38600
36033,69,413,789,1202,1888,68,3610,21880,41790,63670
9001,73,1626,5635,7261,16238,516,3180,10020,34710,44720
45071,69,274,389,663,1524,53,3480,17980,25530,43510
21053,72,100,133,233,391,16,4100,25580,34020,59590
42127,69,351,612,963,2173,51,2350,16160,28170,44320
13047,68,576,917,1493,2500,106,4240,23040,36680,59720
72005,65,175,250,425,2266,32,1420,7730,11040,18760
47147,63,513,761,1274,2725,175,6430,18830,27930,46760
55115,72,392,893,1285,2152,137,6370,18220,41500,59720
48499,71,645,1117,1762,2906,124,4270,22200,38440,60640
48145,68,249,287,536,1100,85,7730,22640,26090,48730
13017,69,202,150,352,765,24,3140,26410,19610,46020
29157,71,181,328,509,878,18,2050,20620,37360,57980
48315,72,234,275,509,885,30,3390,26440,31080,57520
32011,67,25,26,51,83,11,6030,30120,31330,61450
54057,72,348,365,713,1646,85,5170,21150,22180,43320
51750,64,82,115,197,403,18,4470,20350,28540,48890
20201,76,37,49,86,249,11,3220,14860,19680,34540
16027,64,1960,4255,6215,11443,910,7960,17130,37190,54320
29065,69,254,274,528,1075,46,4280,23630,25490,49120
29027,66,595,704,1299,2574,135,5250,23120,27350,50470
18139,69,136,170,306,626,43,6870,21730,27160,48890
26039,67,214,309,523,1001,40,4000,21380,30870,52250
13295,69,665,995,1660,2666,103,3870,24950,37330,62270
1091,68,197,163,360,1110,27,2440,17750,14690,32440
48347,67,582,679,1261,2126,91,4280,27380,31940,59320
42045,72,2039,5117,7156,15444,352,2280,13210,33140,46340
27117,76,73,110,183,463,12,2600,15770,23760,39530
17145,70,232,379,611,1108,23,2080,20940,34210,55150
54105,68,98,100,198,327,13,3980,29970,30590,60550
37057,68,1428,2254,3682,6967,324,4650,20500,32360,52850
72013,71,191,626,817,2623,32,1220,7290,23870,31150
29186,71,200,305,505,838,43,5140,23870,36400,60270
26097,71,124,270,394,697,36,5170,17790,38740,56530
13259,65,45,36,81,216,18,8340,20840,16670,37500
30107,74,34,39,73,138,11,730,24640,28260,52900
16025,64,11,19,28,52,11,3850,17310,36540,53850
26081,71,2807,6104,8911,18858,628,3330,14890,32370,47260
16083,69,702,1569,2271,3969,198,4990,17690,39540,57220
17021,69,281,416,697,1315,68,5180,21370,31640,53010
21061,68,130,191,321,526,26,4950,24720,36320,61030
32003,63,12373,32133,44506,104471,4769,4570,11850,30760,42610
12011,67,6253,16489,22742,56793,2460,4340,11010,29040,40050
38021,73,42,66,108,251,11,2000,16740,26300,43030
27161,71,124,237,361,834,16,1920,14870,28420,43290
1095,67,940,830,1770,3699,167,4520,25420,22440,47850
1011,66,94,52,146,372,50,13440,25270,13980,39250
55005,72,433,837,1270,2347,60,2560,18450,35670,54120
17033,71,199,291,490,835,88,10540,23840,34850,58690
37157,68,807,1287,2094,3791,155,4090,21290,33950,55240
28003,71,269,239,508,1196,351,29350,22500,19990,42480
28013,70,130,107,237,525,87,16580,24770,20380,45150
39169,70,738,1710,2448,3864,165,4270,19100,44260,63360
30071,73,54,57,111,250,11,400,21600,22800,44400
55123,71,276,533,809,1509,61,4050,18290,35330,53620
49015,73,64,90,154,303,11,3630,21130,29710,50830
39041,67,584,1613,2197,5864,160,2730,9960,27510,37470
5095,72,104,130,234,400,34,8500,26000,32500,58500
31027,75,75,96,171,452,17,3770,16600,21240,37840
16067,72,122,330,452,750,32,4270,16270,44000,60270
2220,65,52,46,98,289,11,1040,18000,15920,33910
55113,71,208,377,585,1130,37,3280,18410,33370,51770
72051,65,86,180,266,1126,16,1420,7640,15990,23630
31179,75,55,100,155,332,13,3920,16570,30120,46690
6023,71,1160,2067,3227,6717,269,4010,17270,30780,48050
17167,66,1246,1838,3084,6260,282,4510,19910,29370,49270
36093,68,708,1885,2593,4851,175,3610,14600,38860,53460
17175,73,52,83,135,253,11,3960,20560,32810,53360
29187,67,978,1182,2160,3715,155,4180,26330,31820,58150
51143,70,639,1061,1700,3078,112,3640,20760,34470,55230
22019,67,1588,2094,3682,7531,225,2990,21090,27810,48900
37061,68,435,614,1049,2112,68,3220,20600,29080,49670
30031,64,550,1010,1560,4007,109,2720,13730,25210,38940
36003,71,593,1160,1753,2762,114,4130,21470,42000,63470
42011,72,1999,5708,7707,13323,380,2860,15010,42850,57850
6087,72,630,2427,3057,6117,241,3940,10300,39680,49980
8087,70,155,286,441,829,26,3140,18700,34500,53200
12075,69,977,1104,2081,4211,326,7750,23210,26220,49420
1055,69,1124,933,2057,4932,184,3730,22790,18920,41710
55129,72,231,369,600,1141,43,3770,20250,32340,52590
46091,77,44,67,111,242,11,2480,18190,27690,45870
47095,69,70,50,120,221,69,31230,31680,22630,54300
55061,71,146,398,544,943,42,4460,15490,42210,57690
41015,75,436,843,1279,2844,117,4120,15330,29650,44980
36041,73,28,77,105,186,11,540,15060,41400,56460
18147,70,176,367,543,949,44,4640,18550,38680,57220
21201,69,34,32,66,100,11,5000,34000,32000,66000
18089,69,3502,5639,9141,15564,433,2790,22500,36240,58740
42115,70,335,595,930,1663,44,2650,20150,35780,55930
13065,68,80,50,130,274,16,5840,29200,18250,47450
31067,74,279,384,663,1559,80,5140,17900,24640,42530
48503,70,169,198,367,663,20,3020,25490,29870,55360
42003,70,7749,15576,23325,49584,1831,3700,15630,31420,47050
35043,62,1134,2657,3791,9446,459,4860,12010,28130,40140
6005,69,310,562,872,2065,94,4560,15020,27220,42230
39097,71,282,481,763,1820,62,3410,15500,26430,41930
26053,73,234,563,797,1294,35,2710,18090,43510,61600
40003,67,40,47,87,201,16,7960,19900,23390,43290
8125,73,40,84,124,228,11,1320,17550,36850,54390
46111,76,25,32,57,152,11,1980,16450,21060,37500
5113,71,415,589,1004,1760,139,7900,23580,33470,57050
29043,65,782,1586,2368,4004,219,5470,19530,39610,59140
72119,69,115,235,350,1357,16,1180,8480,17320,25800
34019,69,247,655,902,2235,48,2150,11060,29310,40360
27113,73,92,188,280,595,14,2360,15470,31600,47060
46119,74,11,24,33,70,11,1430,12860,34290,47150
48345,75,26,14,40,85,11,4710,30590,16470,47060
13073,56,1743,2613,4356,13517,467,3460,12900,19340,32230
35029,72,240,359,599,1272,63,4960,18870,28230,47100
31119,76,294,468,762,1900,79,4160,15480,24640,40110
34041,68,314,778,1092,2489,55,2210,12620,31260,43880
46059,79,34,60,94,211,11,3320,16120,28440,44550
8047,62,45,77,122,220,11,4550,20460,35000,55460
46049,78,26,44,70,142,11,2120,18310,30990,49300
18163,70,1680,3188,4868,8184,533,6520,20530,38960,59490
17129,66,76,143,219,475,23,4850,16000,30110,46110
18181,71,221,326,547,1036,66,6370,21340,31470,52800
55111,70,632,1177,1809,3161,207,6550,20000,37240,57230
1073,62,5606,3894,9500,34993,875,2500,16020,11130,27150
27047,75,292,633,925,1816,55,3030,16080,34860,50940
21197,67,191,234,425,691,48,6950,27650,33870,61510
21175,70,119,136,255,433,18,4160,27490,31410,58900
29061,72,104,94,198,447,12,2690,23270,21030,44300
54015,71,189,157,346,556,22,3960,34000,28240,62230
22111,72,261,356,617,1072,24,2240,24350,33210,57560
13125,69,23,28,51,125,11,800,18400,22400,40800
48409,63,574,1037,1611,3218,100,3110,17840,32230,50070
19091,76,121,158,279,600,19,3170,20170,26340,46500
9013,67,525,1635,2160,4232,235,5560,12410,38640,51040
47075,66,166,110,276,596,159,26680,27860,18460,46310
31173,72,54,43,97,214,11,3740,25240,20100,45330
34021,68,696,1342,2038,4902,83,1700,14200,27380,41580
37141,62,592,965,1557,3471,159,4580,17060,27810,44860
72041,65,65,145,210,937,12,1280,6940,15480,22420
19159,76,62,81,143,301,13,4320,20600,26910,47510
29175,68,331,383,714,1458,67,4600,22710,26270,48980
30021,75,145,119,264,661,16,2420,21940,18010,39940
48033,77,11,11,12,26,11,0,30770,15390,46160
37087,69,770,1287,2057,4020,219,5450,19160,32020,51170
20209,68,1250,1140,2390,5571,331,5950,22440,20470,42900
35005,69,481,794,1275,2364,68,2880,20350,33590,53940
26073,66,393,538,931,1871,151,8070,21010,28760,49760
13225,63,297,310,607,1799,59,3280,16510,17240,33740
26119,70,203,230,433,804,34,4230,25250,28610,53860
19085,68,144,222,366,817,52,6370,17630,27180,44800
13281,74,144,308,452,889,34,3830,16200,34650,50850
31093,73,105,110,215,470,22,4680,22340,23410,45750
21133,73,200,282,482,788,35,4450,25380,35790,61170
13119,69,183,196,379,799,32,4010,22910,24530,47440
27079,69,202,395,597,1255,37,2950,16100,31480,47570
45039,67,239,282,521,1163,45,3870,20550,24250,44800
31041,75,109,177,286,639,16,2510,17060,27700,44760
16061,72,55,85,140,292,11,2060,18840,29110,47950
35011,74,32,28,60,132,11,1520,24250,21220,45460
31019,72,383,556,939,2270,81,3570,16880,24500,41370
72069,68,116,215,331,1491,13,880,7780,14420,22200
51001,68,274,448,722,1310,46,3520,20920,34200,55120
55057,66,425,648,1073,2179,94,4320,19510,29740,49250
5097,73,155,257,412,659,48,7290,23520,39000,62520
42025,70,496,729,1225,2832,67,2370,17520,25750,43260
13075,67,204,188,392,880,26,2960,23190,21370,44550
48005,68,1060,1336,2396,4105,160,3900,25830,32550,58370
37147,61,1215,1862,3077,6680,293,4390,18190,27880,46070
13035,65,182,225,407,914,44,4820,19920,24620,44530
12039,66,543,584,1127,2465,68,2760,22030,23700,45720
30105,72,97,111,208,447,13,2910,21700,24840,46540
48485,64,1284,1793,3077,6284,326,5190,20440,28540,48970
17171,72,46,62,108,189,11,2120,24340,32810,57150
19135,72,100,97,197,408,12,2950,24510,23780,48290
17049,71,294,754,1048,1704,80,4700,17260,44250,61510
26113,70,149,206,355,707,27,3820,21080,29140,50220
19075,72,74,131,205,519,24,4630,14260,25240,39500
38099,76,106,174,280,532,18,3390,19930,32710,52640
39067,74,225,338,563,965,35,3630,23320,35030,58350
46101,72,78,102,180,403,16,3970,19360,25310,44670
16043,71,65,160,225,477,13,2730,13630,33550,47170
51133,73,107,231,338,631,11,950,16960,36610,53570
12035,68,1157,2797,3954,7832,381,4870,14780,35720,50490
17053,71,89,169,258,479,39,8150,18580,35290,53870
48403,72,219,265,484,755,32,4240,29010,35100,64110
19015,68,221,291,512,1213,28,2310,18220,23990,42210
48307,69,97,138,235,396,17,4300,24500,34850,59350
6049,74,108,209,317,627,21,3350,17230,33340,50560
16071,72,33,75,108,217,11,3230,15210,34570,49770
51013,52,363,581,944,4954,123,2490,7330,11730,19060
49045,61,373,643,1016,2507,168,6710,14880,25650,40530
1071,69,441,470,911,1816,62,3420,24290,25890,50170
51127,61,187,386,573,1201,44,3670,15570,32140,47710
21233,72,122,192,314,502,22,4390,24310,38250,62550
55119,72,155,295,450,810,19,2350,19140,36420,55560
26121,69,1259,2195,3454,7159,268,3750,17590,30660,48250
48361,68,969,1115,2084,3749,119,3180,25850,29750,55590
51079,60,113,235,348,776,34,4390,14570,30290,44850
39051,68,239,644,883,1472,36,2450,16240,43750,59990
40033,66,93,110,203,323,32,9910,28800,34060,62850
51101,63,112,204,316,626,21,3360,17900,32590,50480
42031,73,485,1069,1554,2248,83,3700,21580,47560,69130
26003,72,134,243,377,613,11,1150,21860,39650,61500
48501,74,29,42,71,136,11,1470,21330,30890,52210
32029,67,63,123,186,362,34,9400,17410,33980,51390
47033,67,120,108,228,481,125,25990,24950,22460,47410
40013,71,686,956,1642,2821,135,4790,24320,33890,58210
51149,60,437,765,1202,2821,114,4050,15490,27120,42610
38009,72,72,90,162,357,11,1680,20170,25210,45380
26069,70,491,602,1093,2042,105,5150,24050,29480,53530
19019,71,148,221,369,829,26,3140,17860,26660,44520
39103,67,895,2588,3483,6214,282,4540,14410,41650,56050
20111,71,203,273,476,1186,77,6500,17120,23020,40140
8099,71,117,177,294,496,14,2830,23590,35690,59280
17093,60,349,846,1195,2740,100,3650,12740,30880,43620
48159,69,90,175,265,453,17,3760,19870,38640,58500
29217,72,286,346,632,1172,65,5550,24410,29530,53930
5011,70,114,156,270,458,26,5680,24890,34070,58960
41053,65,565,1034,1599,3740,161,4310,15110,27650,42760
27145,66,1818,3171,4989,11932,670,5620,15240,26580,41820
17087,68,179,280,459,935,32,3430,19150,29950,49090
8097,70,16,59,75,173,11,1740,9250,34110,43360
40011,69,104,110,214,365,57,15620,28500,30140,58630
28107,67,307,174,481,1116,293,26260,27510,15600,43100
54065,68,214,262,476,1076,44,4090,19890,24350,44240
55091,73,55,115,170,346,11,1740,15900,33240,49140
20179,79,12,31,43,113,11,3540,10620,27440,38060
37181,68,367,551,918,1797,78,4340,20430,30670,51090
16035,75,148,266,414,991,17,1720,14940,26850,41780
72095,70,13,29,42,229,11,880,5680,12670,18340
32001,65,471,1001,1472,2571,159,6190,18320,38940,57260
1057,70,217,141,358,956,31,3250,22700,14750,37450
37073,65,98,144,242,494,19,3850,19840,29150,48990
37131,69,164,252,416,757,24,3170,21670,33290,54960
38069,74,30,40,70,186,11,0,16130,21510,37640
48093,71,186,265,451,757,56,7400,24570,35010,59580
27067,75,326,684,1010,2128,70,3290,15320,32150,47470
28011,70,223,169,392,956,103,10780,23330,17680,41010
20035,74,230,328,558,1709,135,7900,13460,19200,32650
51670,63,353,526,879,1644,61,3710,21480,32000,53470
29093,69,172,197,369,580,18,3110,29660,33970,63620
38049,70,63,99,162,327,11,2760,19270,30280,49550
23025,69,660,1482,2142,3928,143,3640,16810,37730,54540
19055,74,116,170,286,659,23,3490,17610,25800,43400
51029,69,118,208,326,608,23,3790,19410,34210,53620
27111,76,697,1204,1901,4269,101,2370,16330,28210,44530
6035,67,305,507,812,1570,99,6310,19430,32300,51720
37195,66,543,887,1430,2923,112,3840,18580,30350,48930
49043,64,55,166,221,893,23,2580,6160,18590,24750
46057,75,59,106,165,339,13,3840,17410,31270,48680
72107,69,31,70,101,418,11,1440,7420,16750,24170
6061,66,1349,3828,5177,14515,437,3010,9300,26380,35670
8123,62,1584,3440,5024,9943,395,3980,15930,34600,50530
51077,73,189,278,467,884,21,2380,21380,31450,52830
54097,70,392,549,941,1604,62,3870,24440,34230,58670
8057,66,21,17,38,63,11,3180,33340,26990,60320
48367,62,1230,2307,3537,7135,298,4180,17240,32340,49580
18079,68,309,319,628,1106,50,4520,27940,28850,56790
12015,74,2085,4925,7010,15514,1069,6890,13440,31750,45190
26155,67,476,731,1207,2497,120,4810,19070,29280,48340
51099,55,235,412,647,1548,68,4400,15180,26620,41800
55023,72,169,261,430,792,40,5050,21340,32960,54300
24023,73,246,331,577,1245,40,3220,19760,26590,46350
48483,72,63,63,126,225,18,8000,28000,28000,56000
16001,63,3790,8757,12547,28295,2084,7370,13400,30950,44350
39155,71,2189,4904,7093,10847,413,3810,20180,45210,65400
24005,68,3888,6160,10048,25945,886,3420,14990,23750,38730
40095,71,235,327,562,880,59,6710,26710,37160,63870
72097,74,166,322,488,2495,24,970,6660,12910,19560
36081,64,2582,5380,7962,25485,567,2230,10140,21110,31250
13185,62,1267,1364,2631,6743,210,3120,18790,20230,39020
48183,69,1153,1669,2822,5062,164,3240,22780,32980,55750
8039,58,142,255,397,988,43,4360,14380,25810,40190
19151,75,90,124,214,455,13,2860,19780,27260,47040
38051,78,24,32,56,159,11,0,15100,20130,35220
36119,72,1680,4530,6210,18774,371,1980,8950,24130,33080
40085,70,118,165,283,447,34,7610,26400,36920,63310
48479,62,668,1416,2084,5307,68,1290,12590,26690,39270
48271,70,49,93,142,279,11,2150,17570,33340,50900
48355,62,2860,4750,7610,16060,493,3070,17810,29580,47390
39083,72,457,993,1450,3110,86,2770,14700,31930,46630
38073,79,109,107,216,580,16,2760,18800,18450,37250
2282,68,11,11,11,23,11,0,13050,30440,43480
46061,70,27,55,82,200,11,3500,13500,27500,41000
29105,66,560,624,1184,2172,114,5250,25790,28730,54520
18127,66,1059,1845,2904,5024,155,3090,21080,36730,57810
18093,67,556,739,1295,2331,99,4250,23860,31710,55560
8013,64,610,1491,2101,4957,169,3410,12310,30080,42390
21027,67,298,364,662,1072,38,3550,27800,33960,61760
46007,68,42,34,76,222,11,0,18920,15320,34240
51640,72,81,108,189,363,17,4690,22320,29760,52070
51045,69,74,99,173,318,11,3150,23270,31140,54410
36091,67,1053,2921,3974,7780,282,3630,13540,37550,51080
12053,70,2533,6749,9282,16805,1063,6330,15080,40160,55240
28127,69,276,255,531,1261,38,3020,21890,20230,42110
38045,74,40,51,91,212,11,4250,18870,24060,42930
19145,72,178,268,446,846,40,4730,21040,31680,52720
20017,73,12,26,38,106,11,4720,11320,24530,35850
31135,76,23,24,47,137,11,4380,16790,17520,34310
50001,69,148,521,669,1345,26,1940,11010,38740,49740
40089,72,462,565,1027,1702,61,3590,27150,33200,60340
42037,71,465,673,1138,2719,65,2390,17110,24760,41860
39045,68,1368,2006,3374,8462,299,3540,16170,23710,39880
47171,71,312,561,873,1583,99,6260,19710,35440,55150
51820,70,161,250,411,820,48,5860,19640,30490,50130
1111,71,219,215,434,958,63,6580,22860,22450,45310
12059,70,292,295,587,1152,46,4000,25350,25610,50960
29117,74,135,193,328,750,35,4670,18000,25740,43740
32027,69,79,125,204,386,21,5440,20470,32390,52850
5073,74,92,76,168,319,11,2200,28840,23830,52670
15003,62,3982,10146,14128,43689,1522,3490,9120,23230,32340
18141,72,1747,3777,5524,10239,347,3390,17070,36890,53950
54059,71,274,266,540,991,31,3130,27650,26850,54490
30047,70,345,535,880,2012,47,2340,17150,26590,43740
19105,72,210,278,488,1080,45,4170,19450,25740,45190
48195,75,25,29,54,112,11,6250,22330,25900,48220
20187,80,11,11,11,25,11,0,12000,12000,24000
